# ID	x	y	Flux	Bkg	m
1.0740e+03	2.1400e+03	4.3530e+03	3.2840e+03	3.4140e+03	1.6509e+01
1.0750e+03	8.9100e+02	9.2800e+02	2.8860e+03	3.4220e+03	1.6649e+01
1.0760e+03	1.8250e+03	2.0970e+03	2.1050e+03	3.4170e+03	1.6992e+01
1.0770e+03	7.6200e+02	2.1040e+03	2.2450e+03	3.4200e+03	1.6922e+01
1.0780e+03	1.3530e+03	2.2220e+03	1.9340e+03	3.4190e+03	1.7084e+01
1.0790e+03	7.5000e+02	2.4390e+03	2.8830e+03	3.4220e+03	1.6650e+01
1.0800e+03	4.4000e+02	2.4540e+03	1.8840e+03	3.4280e+03	1.7112e+01
1.0810e+03	2.3590e+03	2.4850e+03	2.4910e+03	3.4150e+03	1.6809e+01
1.0820e+03	5.8100e+02	2.9500e+03	3.3690e+03	3.4270e+03	1.6481e+01
1.0830e+03	1.8180e+03	2.9930e+03	2.6450e+03	3.4310e+03	1.6744e+01
1.0840e+03	2.3930e+03	3.4750e+03	4.1560e+03	3.4190e+03	1.6253e+01
1.0850e+03	2.0110e+03	3.6390e+03	5.8170e+03	3.4240e+03	1.5888e+01
1.0860e+03	1.6080e+03	3.8990e+03	3.9100e+03	3.4260e+03	1.6320e+01
1.0870e+03	2.4060e+03	3.9070e+03	1.6800e+03	3.4130e+03	1.7237e+01
1.0880e+03	1.6300e+02	4.2220e+03	2.1160e+03	3.4210e+03	1.6986e+01
1.0890e+03	5.3300e+02	1.4800e+02	5.6530e+03	3.4190e+03	1.5919e+01
1.0900e+03	1.0690e+03	1.3540e+03	2.8740e+03	3.4200e+03	1.6654e+01
1.0910e+03	2.1680e+03	2.2420e+03	4.3350e+03	3.4180e+03	1.6208e+01
1.0920e+03	1.1720e+03	2.4980e+03	2.7230e+03	3.4270e+03	1.6712e+01
1.0930e+03	2.2020e+03	2.5190e+03	4.0050e+03	3.4160e+03	1.6293e+01
1.0940e+03	6.3200e+02	2.5740e+03	1.7600e+03	3.4270e+03	1.7186e+01
1.0950e+03	1.9980e+03	2.8460e+03	3.4900e+03	3.4210e+03	1.6443e+01
1.0960e+03	2.3840e+03	3.9180e+03	1.9990e+03	3.4110e+03	1.7048e+01
1.0970e+03	2.2780e+03	4.0620e+03	2.3955e+03	3.4175e+03	1.6852e+01
1.0980e+03	8.3400e+02	4.1600e+02	2.7520e+03	3.4270e+03	1.6701e+01
1.0990e+03	1.0180e+03	1.6130e+03	3.0210e+03	3.4210e+03	1.6600e+01
1.1000e+03	1.6870e+03	1.7350e+03	2.0490e+03	3.4170e+03	1.7021e+01
1.1010e+03	1.4600e+02	1.9630e+03	7.9800e+03	3.4180e+03	1.5545e+01
1.1020e+03	5.8200e+02	2.2770e+03	2.8640e+03	3.4200e+03	1.6658e+01
1.1030e+03	1.2800e+03	3.6200e+03	2.3650e+03	3.4380e+03	1.6865e+01
1.1040e+03	7.2100e+02	3.8670e+03	4.3500e+03	3.4250e+03	1.6204e+01
1.1050e+03	5.3500e+02	3.8690e+03	1.7640e+03	3.4250e+03	1.7184e+01
1.1060e+03	1.7550e+03	4.0040e+03	1.8480e+03	3.4240e+03	1.7133e+01
1.1070e+03	2.4400e+02	4.4020e+03	2.9950e+03	3.4230e+03	1.6609e+01
1.1080e+03	1.1560e+03	8.6200e+02	2.9340e+03	3.4250e+03	1.6631e+01
1.1090e+03	1.9270e+03	1.2740e+03	4.6740e+03	3.4130e+03	1.6126e+01
1.1100e+03	1.8630e+03	1.3140e+03	3.3120e+03	3.4160e+03	1.6500e+01
1.1110e+03	1.9730e+03	1.7210e+03	1.8980e+03	3.4170e+03	1.7104e+01
1.1120e+03	1.6600e+03	2.8250e+03	1.7990e+03	3.4420e+03	1.7162e+01
1.1130e+03	2.2660e+03	2.9950e+03	3.7000e+03	3.4200e+03	1.6379e+01
1.1140e+03	2.3560e+03	3.3530e+03	1.3910e+03	3.4240e+03	1.7442e+01
1.1150e+03	2.2180e+03	3.5160e+03	4.4210e+03	3.4260e+03	1.6186e+01
1.1160e+03	5.2100e+02	3.6480e+03	1.9810e+03	3.4220e+03	1.7058e+01
1.1170e+03	3.2800e+02	4.3040e+03	1.5540e+03	3.4200e+03	1.7321e+01
1.1180e+03	8.0600e+02	1.0880e+03	2.2020e+03	3.4230e+03	1.6943e+01
1.1190e+03	1.9760e+03	1.8470e+03	2.0560e+03	3.4160e+03	1.7017e+01
1.1200e+03	2.4560e+03	3.2470e+03	4.1310e+03	3.4210e+03	1.6260e+01
1.1210e+03	3.4000e+02	3.2910e+03	3.5870e+03	3.4220e+03	1.6413e+01
1.1220e+03	7.7000e+02	2.0000e+02	1.2380e+03	3.4310e+03	1.7568e+01
1.1230e+03	1.9270e+03	2.6200e+02	2.3830e+03	3.4140e+03	1.6857e+01
1.1240e+03	2.1210e+03	3.2000e+02	4.9200e+03	3.4130e+03	1.6070e+01
1.1250e+03	1.4220e+03	6.6800e+02	2.9410e+03	3.4260e+03	1.6629e+01
1.1260e+03	1.3740e+03	1.0980e+03	4.5790e+03	3.4180e+03	1.6148e+01
1.1270e+03	6.5200e+02	1.5780e+03	3.4100e+03	3.4190e+03	1.6468e+01
1.1280e+03	2.1200e+03	1.9820e+03	1.9010e+03	3.4140e+03	1.7103e+01
1.1290e+03	1.7930e+03	3.3030e+03	1.4200e+03	3.4410e+03	1.7419e+01
1.1300e+03	2.3250e+03	3.9120e+03	2.9415e+03	3.4225e+03	1.6629e+01
1.1310e+03	1.9010e+03	4.1820e+03	5.9280e+03	3.4150e+03	1.5868e+01
1.1320e+03	1.5500e+03	4.4790e+03	1.8810e+03	3.4180e+03	1.7114e+01
1.1330e+03	1.2480e+03	1.1110e+03	2.8860e+03	3.4230e+03	1.6649e+01
1.1340e+03	1.3160e+03	1.9230e+03	4.9320e+03	3.4200e+03	1.6067e+01
1.1350e+03	2.3730e+03	2.0060e+03	2.3490e+03	3.4230e+03	1.6873e+01
1.1360e+03	1.9180e+03	2.6240e+03	2.0030e+03	3.4220e+03	1.7046e+01
1.1370e+03	2.0400e+02	2.9160e+03	3.4330e+03	3.4180e+03	1.6461e+01
1.1380e+03	1.2600e+02	3.1010e+03	5.2410e+03	3.4170e+03	1.6001e+01
1.1390e+03	8.5700e+02	3.1760e+03	1.6710e+03	3.4330e+03	1.7243e+01
1.1400e+03	5.4500e+02	3.7650e+03	1.8400e+03	3.4230e+03	1.7138e+01
1.1410e+03	1.5550e+03	3.9160e+03	1.6750e+03	3.4270e+03	1.7240e+01
1.1420e+03	1.7070e+03	4.0990e+03	2.6580e+03	3.4200e+03	1.6739e+01
1.1430e+03	1.0090e+03	4.3360e+03	1.6370e+03	3.4200e+03	1.7265e+01
1.1440e+03	2.3900e+03	9.1100e+02	2.8440e+03	3.4070e+03	1.6665e+01
1.1450e+03	2.2290e+03	1.5720e+03	4.7640e+03	3.4250e+03	1.6105e+01
1.1460e+03	2.3550e+03	2.5670e+03	2.4760e+03	3.4130e+03	1.6816e+01
1.1470e+03	9.9500e+02	2.6540e+03	4.2060e+03	3.4260e+03	1.6240e+01
1.1480e+03	1.7230e+03	2.7240e+03	2.9720e+03	3.4290e+03	1.6617e+01
1.1490e+03	2.2240e+03	2.8800e+03	4.0360e+03	3.4210e+03	1.6285e+01
1.1500e+03	1.7670e+03	2.8990e+03	2.9650e+03	3.4370e+03	1.6620e+01
1.1510e+03	1.2500e+02	3.4280e+03	3.6435e+03	3.4155e+03	1.6396e+01
1.1520e+03	1.0580e+03	3.6280e+03	2.2800e+03	3.4300e+03	1.6905e+01
1.1530e+03	2.2900e+03	3.8680e+03	1.7020e+03	3.4210e+03	1.7223e+01
1.1540e+03	3.8300e+02	3.9000e+03	2.6400e+03	3.4220e+03	1.6746e+01
1.1550e+03	3.0600e+02	3.9510e+03	4.7910e+03	3.4210e+03	1.6099e+01
1.1560e+03	8.5200e+02	3.1400e+02	5.2850e+03	3.4270e+03	1.5992e+01
1.1570e+03	1.9440e+03	7.7200e+02	2.8720e+03	3.4090e+03	1.6655e+01
1.1580e+03	1.8430e+03	1.2040e+03	1.9900e+03	3.4130e+03	1.7053e+01
1.1590e+03	5.5900e+02	1.3830e+03	2.6390e+03	3.4240e+03	1.6746e+01
1.1600e+03	1.2140e+03	1.6680e+03	1.8640e+03	3.4170e+03	1.7124e+01
1.1610e+03	9.7700e+02	1.8570e+03	1.9450e+03	3.4190e+03	1.7078e+01
1.1620e+03	2.3500e+03	1.9280e+03	3.9220e+03	3.4220e+03	1.6316e+01
1.1630e+03	1.0800e+03	2.1320e+03	1.9620e+03	3.4220e+03	1.7068e+01
1.1640e+03	2.3550e+03	2.2940e+03	4.8910e+03	3.4190e+03	1.6077e+01
1.1650e+03	7.0600e+02	2.5750e+03	1.9980e+03	3.4230e+03	1.7049e+01
1.1660e+03	2.2560e+03	2.6640e+03	1.8150e+03	3.4200e+03	1.7153e+01
1.1670e+03	1.8240e+03	2.7740e+03	1.9220e+03	3.4270e+03	1.7091e+01
1.1680e+03	3.8100e+02	2.9080e+03	9.6630e+03	3.4210e+03	1.5337e+01
1.1690e+03	1.3800e+02	4.4380e+03	1.5820e+03	3.4230e+03	1.7302e+01
1.1700e+03	1.2620e+03	3.5900e+02	2.5640e+03	3.4260e+03	1.6778e+01
1.1710e+03	1.7770e+03	6.3600e+02	3.7210e+03	3.4170e+03	1.6373e+01
1.1720e+03	1.8690e+03	1.5120e+03	2.2730e+03	3.4190e+03	1.6909e+01
1.1730e+03	1.7730e+03	3.2030e+03	1.3400e+03	3.4440e+03	1.7482e+01
1.1740e+03	1.8830e+03	3.3000e+03	1.5090e+03	3.4320e+03	1.7353e+01
1.1750e+03	2.7200e+02	3.5480e+03	2.4300e+03	3.4200e+03	1.6836e+01
1.1760e+03	8.4000e+02	4.1290e+03	1.8470e+03	3.4210e+03	1.7134e+01
1.1770e+03	1.9900e+02	2.2000e+02	1.4620e+03	3.4260e+03	1.7388e+01
1.1780e+03	1.6340e+03	5.5600e+02	1.8670e+03	3.4160e+03	1.7122e+01
1.1790e+03	1.8400e+02	6.2100e+02	3.3170e+03	3.4230e+03	1.6498e+01
1.1800e+03	1.0100e+03	6.3900e+02	4.2140e+03	3.4320e+03	1.6238e+01
1.1810e+03	1.8450e+03	7.3900e+02	1.9820e+03	3.4100e+03	1.7057e+01
1.1820e+03	1.0560e+03	8.2300e+02	2.3660e+03	3.4270e+03	1.6865e+01
1.1830e+03	9.3600e+02	9.0700e+02	2.5970e+03	3.4220e+03	1.6764e+01
1.1840e+03	1.5330e+03	1.2850e+03	1.8050e+03	3.4170e+03	1.7159e+01
1.1850e+03	1.9630e+03	1.3290e+03	5.9060e+03	3.4170e+03	1.5872e+01
1.1860e+03	1.6490e+03	1.7070e+03	4.8700e+03	3.4140e+03	1.6081e+01
1.1870e+03	1.8710e+03	1.8180e+03	1.7650e+03	3.4130e+03	1.7183e+01
1.1880e+03	2.3160e+03	2.1780e+03	1.6990e+03	3.4160e+03	1.7225e+01
1.1890e+03	1.6300e+02	2.6430e+03	3.9720e+03	3.4150e+03	1.6302e+01
1.1900e+03	7.9900e+02	3.0760e+03	2.2090e+03	3.4280e+03	1.6940e+01
1.1910e+03	1.9840e+03	3.1870e+03	2.9150e+03	3.4300e+03	1.6638e+01
1.1920e+03	1.2370e+03	4.2590e+03	1.6880e+03	3.4220e+03	1.7232e+01
1.1930e+03	1.1170e+03	4.2840e+03	1.4850e+03	3.4190e+03	1.7371e+01
1.1940e+03	1.8890e+03	4.4320e+03	2.7790e+03	3.4190e+03	1.6690e+01
1.1950e+03	1.2650e+03	1.5900e+02	2.8010e+03	3.4240e+03	1.6682e+01
1.1960e+03	1.6360e+03	4.4300e+02	2.9310e+03	3.4140e+03	1.6632e+01
1.1970e+03	2.2960e+03	1.6650e+03	2.5650e+03	3.4200e+03	1.6777e+01
1.1980e+03	1.5560e+03	2.1730e+03	1.7710e+03	3.4170e+03	1.7179e+01
1.1990e+03	6.2400e+02	2.3560e+03	1.6600e+03	3.4240e+03	1.7250e+01
1.2000e+03	1.5080e+03	2.4730e+03	1.7070e+03	3.4310e+03	1.7219e+01
1.2010e+03	3.5300e+02	3.0150e+03	2.9030e+03	3.4290e+03	1.6643e+01
1.2020e+03	2.1550e+03	3.0380e+03	1.7430e+03	3.4260e+03	1.7197e+01
1.2030e+03	1.7550e+03	3.1020e+03	1.8450e+03	3.4450e+03	1.7135e+01
1.2040e+03	2.4540e+03	3.4950e+03	6.2330e+03	3.4180e+03	1.5813e+01
1.2050e+03	1.4620e+03	3.5250e+03	1.7980e+03	3.4520e+03	1.7163e+01
1.2060e+03	1.7100e+03	3.5980e+03	1.6710e+03	3.4340e+03	1.7243e+01
1.2070e+03	1.9390e+03	3.9540e+03	1.5440e+03	3.4230e+03	1.7328e+01
1.2080e+03	3.6200e+02	4.0710e+03	2.0010e+03	3.4240e+03	1.7047e+01
1.2090e+03	2.0880e+03	4.1290e+03	2.5250e+03	3.4120e+03	1.6794e+01
1.2100e+03	1.9020e+03	1.2240e+03	2.0010e+03	3.4110e+03	1.7047e+01
1.2110e+03	1.0800e+03	1.4450e+03	4.4860e+03	3.4200e+03	1.6170e+01
1.2120e+03	3.7200e+02	1.6830e+03	3.2180e+03	3.4250e+03	1.6531e+01
1.2130e+03	2.8800e+02	1.8540e+03	2.7320e+03	3.4170e+03	1.6709e+01
1.2140e+03	7.0300e+02	2.1830e+03	1.8910e+03	3.4220e+03	1.7108e+01
1.2150e+03	2.3970e+03	2.3540e+03	1.4320e+03	3.4190e+03	1.7410e+01
1.2160e+03	1.0590e+03	2.3770e+03	3.8960e+03	3.4230e+03	1.6323e+01
1.2170e+03	1.0730e+03	2.9330e+03	1.6030e+03	3.4370e+03	1.7288e+01
1.2180e+03	8.6500e+02	3.6890e+03	1.8200e+03	3.4280e+03	1.7150e+01
1.2190e+03	1.2600e+02	4.1500e+03	3.7555e+03	3.4215e+03	1.6363e+01
1.2200e+03	4.8200e+02	4.1860e+03	2.6900e+03	3.4240e+03	1.6726e+01
1.2210e+03	1.2980e+03	4.2510e+03	3.0900e+03	3.4240e+03	1.6575e+01
1.2220e+03	7.7000e+02	1.2400e+02	3.0860e+03	3.4250e+03	1.6577e+01
1.2230e+03	6.4600e+02	2.6700e+02	5.0370e+03	3.4340e+03	1.6045e+01
1.2240e+03	7.5900e+02	8.9000e+02	4.5670e+03	3.4230e+03	1.6151e+01
1.2250e+03	6.9900e+02	9.0700e+02	3.6310e+03	3.4230e+03	1.6400e+01
1.2260e+03	3.5100e+02	1.7740e+03	1.9820e+03	3.4230e+03	1.7057e+01
1.2270e+03	2.3990e+03	1.9210e+03	3.2370e+03	3.4260e+03	1.6525e+01
1.2280e+03	1.5970e+03	2.0980e+03	3.3160e+03	3.4190e+03	1.6498e+01
1.2290e+03	2.9100e+02	2.1150e+03	1.6270e+03	3.4210e+03	1.7272e+01
1.2300e+03	2.0750e+03	2.2170e+03	3.9140e+03	3.4170e+03	1.6318e+01
1.2310e+03	1.6330e+03	2.5790e+03	2.3380e+03	3.4260e+03	1.6878e+01
1.2320e+03	1.5410e+03	2.7110e+03	3.7070e+03	3.4310e+03	1.6377e+01
1.2330e+03	2.4100e+02	3.5450e+03	1.7470e+03	3.4200e+03	1.7194e+01
1.2340e+03	6.6000e+02	3.9010e+03	3.8530e+03	3.4260e+03	1.6336e+01
1.2350e+03	2.4570e+03	4.0180e+03	2.3540e+03	3.4150e+03	1.6870e+01
1.2360e+03	2.8500e+02	4.2450e+03	2.0940e+03	3.4200e+03	1.6998e+01
1.2370e+03	1.9610e+03	3.5900e+02	2.9650e+03	3.4120e+03	1.6620e+01
1.2380e+03	1.0020e+03	1.1330e+03	2.6550e+03	3.4270e+03	1.6740e+01
1.2390e+03	1.8020e+03	1.5220e+03	2.2160e+03	3.4170e+03	1.6936e+01
1.2400e+03	2.0920e+03	1.6770e+03	3.3660e+03	3.4250e+03	1.6482e+01
1.2410e+03	1.1630e+03	2.3260e+03	2.5470e+03	3.4200e+03	1.6785e+01
1.2420e+03	1.7600e+03	2.3760e+03	3.0290e+03	3.4180e+03	1.6597e+01
1.2430e+03	9.4500e+02	2.5300e+03	2.2880e+03	3.4270e+03	1.6901e+01
1.2440e+03	2.4520e+03	2.8810e+03	2.5010e+03	3.4190e+03	1.6805e+01
1.2450e+03	2.3790e+03	3.1680e+03	1.7790e+03	3.4180e+03	1.7175e+01
1.2460e+03	1.9370e+03	3.2170e+03	1.5020e+03	3.4320e+03	1.7358e+01
1.2470e+03	7.5200e+02	3.5380e+03	2.5970e+03	3.4260e+03	1.6764e+01
1.2480e+03	1.6960e+03	3.5460e+03	1.9400e+03	3.4340e+03	1.7080e+01
1.2490e+03	1.4660e+03	3.7160e+03	1.5770e+03	3.4350e+03	1.7305e+01
1.2500e+03	1.1000e+03	3.3000e+02	2.7130e+03	3.4230e+03	1.6716e+01
1.2510e+03	6.9300e+02	3.4800e+02	3.2470e+03	3.4270e+03	1.6521e+01
1.2520e+03	1.9280e+03	5.1300e+02	1.9520e+03	3.4080e+03	1.7074e+01
1.2530e+03	1.5860e+03	5.3500e+02	2.0050e+03	3.4200e+03	1.7045e+01
1.2540e+03	1.4130e+03	1.2480e+03	1.8470e+03	3.4180e+03	1.7134e+01
1.2550e+03	1.4700e+02	1.5090e+03	1.1890e+03	3.4190e+03	1.7612e+01
1.2560e+03	1.3440e+03	1.7650e+03	1.9250e+03	3.4240e+03	1.7089e+01
1.2570e+03	2.3160e+03	1.8520e+03	1.8030e+03	3.4210e+03	1.7160e+01
1.2580e+03	1.7120e+03	2.1400e+03	1.7370e+03	3.4200e+03	1.7201e+01
1.2590e+03	7.1800e+02	3.0020e+03	1.7940e+03	3.4260e+03	1.7165e+01
1.2600e+03	2.2470e+03	3.0580e+03	1.5860e+03	3.4250e+03	1.7299e+01
1.2610e+03	8.2000e+02	3.5510e+03	1.8110e+03	3.4270e+03	1.7155e+01
1.2620e+03	2.4460e+03	3.6300e+03	2.1240e+03	3.4210e+03	1.6982e+01
1.2630e+03	1.9980e+03	4.0200e+02	2.9120e+03	3.4130e+03	1.6640e+01
1.2640e+03	1.0960e+03	7.3500e+02	2.7540e+03	3.4290e+03	1.6700e+01
1.2650e+03	7.7600e+02	7.4600e+02	2.6630e+03	3.4270e+03	1.6737e+01
1.2660e+03	3.3200e+02	1.0800e+03	2.6650e+03	3.4190e+03	1.6736e+01
1.2670e+03	1.5160e+03	1.1570e+03	2.7600e+03	3.4230e+03	1.6698e+01
1.2680e+03	2.6700e+02	1.2530e+03	3.1850e+03	3.4250e+03	1.6542e+01
1.2690e+03	4.9600e+02	2.1090e+03	2.7895e+03	3.4225e+03	1.6686e+01
1.2700e+03	1.2340e+03	2.2320e+03	1.7370e+03	3.4190e+03	1.7201e+01
1.2710e+03	6.0900e+02	2.8860e+03	2.5430e+03	3.4230e+03	1.6787e+01
1.2720e+03	2.1090e+03	3.5620e+03	1.7290e+03	3.4210e+03	1.7206e+01
1.2730e+03	1.1250e+03	3.6810e+03	1.5980e+03	3.4290e+03	1.7291e+01
1.2740e+03	1.4660e+03	3.8940e+03	1.6190e+03	3.4290e+03	1.7277e+01
1.2750e+03	2.2410e+03	4.0980e+03	1.4750e+03	3.4130e+03	1.7378e+01
1.2760e+03	1.9400e+03	4.1070e+03	2.3410e+03	3.4170e+03	1.6876e+01
1.2770e+03	7.0800e+02	4.1130e+03	2.4390e+03	3.4240e+03	1.6832e+01
1.2780e+03	1.9310e+03	4.3140e+03	2.6450e+03	3.4150e+03	1.6744e+01
1.2790e+03	9.1100e+02	3.1000e+02	3.7520e+03	3.4290e+03	1.6364e+01
1.2800e+03	1.3180e+03	5.3800e+02	2.6320e+03	3.4270e+03	1.6749e+01
1.2810e+03	4.3300e+02	1.9590e+03	2.3370e+03	3.4180e+03	1.6878e+01
1.2820e+03	1.7200e+03	2.1090e+03	3.0560e+03	3.4190e+03	1.6587e+01
1.2830e+03	7.8000e+02	2.5490e+03	1.6190e+03	3.4290e+03	1.7277e+01
1.2840e+03	7.3700e+02	2.5640e+03	1.9380e+03	3.4240e+03	1.7082e+01
1.2850e+03	1.9300e+03	2.6800e+03	1.5550e+03	3.4280e+03	1.7321e+01
1.2860e+03	5.2200e+02	2.7180e+03	1.5410e+03	3.4230e+03	1.7330e+01
1.2870e+03	2.0140e+03	3.3830e+03	2.3610e+03	3.4270e+03	1.6867e+01
1.2880e+03	7.2500e+02	3.5390e+03	1.7630e+03	3.4270e+03	1.7184e+01
1.2890e+03	1.2010e+03	3.6050e+03	2.1030e+03	3.4380e+03	1.6993e+01
1.2900e+03	2.3050e+03	3.8380e+03	1.3430e+03	3.4200e+03	1.7480e+01
1.2910e+03	1.9910e+03	4.1180e+03	2.2340e+03	3.4170e+03	1.6927e+01
1.2920e+03	5.2900e+02	1.3100e+02	1.4630e+03	3.4230e+03	1.7387e+01
1.2930e+03	6.1400e+02	1.9000e+02	1.6030e+03	3.4290e+03	1.7288e+01
1.2940e+03	2.6700e+02	3.8900e+02	2.9560e+03	3.4320e+03	1.6623e+01
1.2950e+03	4.6300e+02	4.9400e+02	3.7060e+03	3.4310e+03	1.6378e+01
1.2960e+03	2.4200e+02	1.1740e+03	3.8590e+03	3.4210e+03	1.6334e+01
1.2970e+03	2.2850e+03	1.2130e+03	1.5020e+03	3.4210e+03	1.7358e+01
1.2980e+03	1.1970e+03	1.3910e+03	1.7880e+03	3.4210e+03	1.7169e+01
1.2990e+03	4.1500e+02	1.4760e+03	1.6620e+03	3.4200e+03	1.7248e+01
1.3000e+03	1.5100e+02	1.6910e+03	4.3080e+03	3.4200e+03	1.6214e+01
1.3010e+03	1.8650e+03	1.9510e+03	1.9420e+03	3.4200e+03	1.7079e+01
1.3020e+03	1.6740e+03	2.0720e+03	1.6810e+03	3.4170e+03	1.7236e+01
1.3030e+03	1.0690e+03	2.8620e+03	2.0410e+03	3.4350e+03	1.7025e+01
1.3040e+03	5.5700e+02	3.0390e+03	2.1090e+03	3.4250e+03	1.6990e+01
1.3050e+03	6.5800e+02	3.8340e+03	2.4460e+03	3.4360e+03	1.6829e+01
1.3060e+03	5.6600e+02	4.8000e+02	2.2530e+03	3.4230e+03	1.6918e+01
1.3070e+03	1.1200e+03	1.0610e+03	1.9620e+03	3.4260e+03	1.7068e+01
1.3080e+03	1.7200e+02	1.5280e+03	1.3850e+03	3.4270e+03	1.7446e+01
1.3090e+03	2.0400e+03	1.9890e+03	3.8700e+03	3.4180e+03	1.6331e+01
1.3100e+03	2.3940e+03	2.3880e+03	1.2040e+03	3.4140e+03	1.7598e+01
1.3110e+03	1.1670e+03	2.4520e+03	1.6880e+03	3.4230e+03	1.7232e+01
1.3120e+03	2.0310e+03	1.2720e+03	1.9410e+03	3.4160e+03	1.7080e+01
1.3130e+03	1.3270e+03	1.3140e+03	1.7300e+03	3.4180e+03	1.7205e+01
1.3140e+03	2.2400e+02	1.3750e+03	3.6790e+03	3.4190e+03	1.6386e+01
1.3150e+03	8.3000e+02	1.4740e+03	3.1410e+03	3.4240e+03	1.6557e+01
1.3160e+03	4.0400e+02	1.6570e+03	4.1470e+03	3.4200e+03	1.6256e+01
1.3170e+03	2.3030e+03	1.9930e+03	1.7420e+03	3.4190e+03	1.7197e+01
1.3180e+03	1.4510e+03	1.9950e+03	1.7480e+03	3.4170e+03	1.7194e+01
1.3190e+03	5.7600e+02	2.5410e+03	4.6970e+03	3.4260e+03	1.6120e+01
1.3200e+03	1.7720e+03	2.6650e+03	2.5840e+03	3.4250e+03	1.6769e+01
1.3210e+03	2.3450e+03	2.8500e+03	1.6580e+03	3.4170e+03	1.7251e+01
1.3220e+03	9.4000e+02	3.2560e+03	1.8700e+03	3.4350e+03	1.7120e+01
1.3230e+03	1.8420e+03	3.4700e+03	2.2470e+03	3.4280e+03	1.6921e+01
1.3240e+03	1.8200e+03	3.8200e+03	1.3650e+03	3.4240e+03	1.7462e+01
1.3250e+03	2.0660e+03	4.0240e+03	2.0250e+03	3.4140e+03	1.7034e+01
1.3260e+03	2.1150e+03	4.1030e+03	1.8950e+03	3.4160e+03	1.7106e+01
1.3270e+03	3.8300e+02	5.9600e+02	3.9650e+03	3.4270e+03	1.6304e+01
1.3280e+03	1.8910e+03	6.2800e+02	3.5210e+03	3.4160e+03	1.6433e+01
1.3290e+03	7.0900e+02	7.0100e+02	5.1860e+03	3.4280e+03	1.6013e+01
1.3300e+03	7.6900e+02	7.2300e+02	2.3350e+03	3.4290e+03	1.6879e+01
1.3310e+03	9.1700e+02	1.1220e+03	2.3880e+03	3.4240e+03	1.6855e+01
1.3320e+03	2.3610e+03	1.1460e+03	1.7890e+03	3.4170e+03	1.7168e+01
1.3330e+03	2.4100e+03	1.3740e+03	1.3375e+03	3.4315e+03	1.7484e+01
1.3340e+03	8.1500e+02	1.3940e+03	2.5400e+03	3.4230e+03	1.6788e+01
1.3350e+03	4.9500e+02	1.5250e+03	5.4230e+03	3.4220e+03	1.5964e+01
1.3360e+03	1.3510e+03	1.7740e+03	1.6520e+03	3.4220e+03	1.7255e+01
1.3370e+03	1.7210e+03	2.0460e+03	2.8280e+03	3.4190e+03	1.6671e+01
1.3380e+03	2.2090e+03	2.1530e+03	1.7130e+03	3.4150e+03	1.7216e+01
1.3390e+03	8.3800e+02	2.1740e+03	2.7610e+03	3.4210e+03	1.6697e+01
1.3400e+03	2.8100e+02	2.4350e+03	4.3535e+03	3.4225e+03	1.6203e+01
1.3410e+03	1.2600e+02	2.6820e+03	2.6250e+03	3.4220e+03	1.6752e+01
1.3420e+03	3.5600e+02	2.7150e+03	1.3850e+03	3.4210e+03	1.7446e+01
1.3430e+03	1.4070e+03	3.9080e+03	1.5220e+03	3.4300e+03	1.7344e+01
1.3440e+03	2.4330e+03	4.2070e+03	2.5070e+03	3.4100e+03	1.6802e+01
1.3450e+03	1.0990e+03	4.2300e+03	1.5510e+03	3.4230e+03	1.7323e+01
1.3460e+03	2.6700e+02	4.3330e+03	1.5790e+03	3.4230e+03	1.7304e+01
1.3470e+03	5.7400e+02	1.4600e+02	1.5185e+03	3.4255e+03	1.7346e+01
1.3480e+03	6.0400e+02	5.6700e+02	2.4270e+03	3.4280e+03	1.6837e+01
1.3490e+03	2.0720e+03	8.6100e+02	1.7520e+03	3.4060e+03	1.7191e+01
1.3500e+03	1.5010e+03	1.0620e+03	2.7550e+03	3.4240e+03	1.6700e+01
1.3510e+03	5.8500e+02	1.2580e+03	1.9030e+03	3.4200e+03	1.7101e+01
1.3520e+03	5.6200e+02	1.3550e+03	2.8630e+03	3.4270e+03	1.6658e+01
1.3530e+03	1.4400e+02	1.4400e+03	3.8820e+03	3.4290e+03	1.6327e+01
1.3540e+03	1.5760e+03	1.5730e+03	1.6090e+03	3.4180e+03	1.7284e+01
1.3550e+03	1.1460e+03	1.9660e+03	1.7280e+03	3.4200e+03	1.7206e+01
1.3560e+03	5.3600e+02	2.0010e+03	2.7725e+03	3.4195e+03	1.6693e+01
1.3570e+03	1.8900e+02	2.9200e+03	1.5360e+03	3.4230e+03	1.7334e+01
1.3580e+03	8.0300e+02	3.7430e+03	1.4500e+03	3.4240e+03	1.7397e+01
1.3590e+03	9.0200e+02	3.8040e+03	1.4360e+03	3.4240e+03	1.7407e+01
1.3600e+03	1.2830e+03	1.2300e+02	1.4215e+03	3.4155e+03	1.7418e+01
1.3610e+03	5.7400e+02	3.6800e+02	1.5620e+03	3.4300e+03	1.7316e+01
1.3620e+03	5.9000e+02	6.3300e+02	1.4970e+03	3.4260e+03	1.7362e+01
1.3630e+03	1.0710e+03	8.1600e+02	2.9830e+03	3.4250e+03	1.6613e+01
1.3640e+03	6.5500e+02	9.4500e+02	1.5910e+03	3.4210e+03	1.7296e+01
